comm_rounds;t4;staleness4;epoch4
1;1100;300.0;99.96
2;1200;300.0;99.92
3;1300;100.0;99.88
4;1400;100.0;99.84
5;1500;200.0;99.8
6;1600;100.0;99.76
7;1700;100.0;99.72
8;1800;300.0;99.68
9;1900;500.0;99.64
10;2000;100.0;99.6
11;2100;200.0;99.56
12;2200;300.0;99.52
13;2300;100.0;99.48
14;2399;396.0;99.44
15;2498;396.0;99.4
16;2597;99.0;99.36
17;2696;594.0;99.32
18;2795;495.0;99.28
19;2894;198.0;99.24
20;2993;99.0;99.2
21;3092;198.0;99.16
22;3191;99.0;99.12
23;3290;99.0;99.08
24;3389;198.0;99.04
25;3488;297.0;99.0
26;3587;297.0;98.96
27;3686;396.0;98.92
28;3785;495.0;98.88
29;3884;99.0;98.84
30;3983;297.0;98.8
31;4082;495.0;98.76
32;4181;297.0;98.72
33;4280;198.0;98.68
34;4379;198.0;98.64
35;4478;396.0;98.6
36;4577;495.0;98.56
37;4676;297.0;98.52
38;4775;198.0;98.48
39;4873;392.0;98.44
40;4971;490.0;98.4
41;5069;392.0;98.36
42;5167;686.0;98.32
43;5265;490.0;98.28
44;5363;392.0;98.24
45;5461;392.0;98.2
46;5559;490.0;98.16
47;5657;196.0;98.12
48;5755;98.0;98.08
49;5853;490.0;98.04
50;5951;196.0;98.0
51;6049;490.0;97.96
52;6147;98.0;97.92
53;6245;294.0;97.88
54;6343;294.0;97.84
55;6441;490.0;97.8
56;6539;294.0;97.76
57;6637;294.0;97.72
58;6735;490.0;97.68
59;6833;98.0;97.64
60;6931;98.0;97.6
61;7029;392.0;97.56
62;7127;392.0;97.52
63;7225;392.0;97.48
64;7322;97.0;97.44
65;7419;485.0;97.4
66;7516;291.0;97.36
67;7613;97.0;97.32
68;7710;194.0;97.28
69;7807;291.0;97.24
70;7904;485.0;97.2
71;8001;97.0;97.16
72;8098;194.0;97.12
73;8195;291.0;97.08
74;8292;485.0;97.04
75;8389;291.0;97.0
76;8486;291.0;96.96
77;8583;194.0;96.92
78;8680;485.0;96.88
79;8777;388.0;96.84
80;8874;194.0;96.8
81;8971;291.0;96.76
82;9068;291.0;96.72
83;9165;485.0;96.68
84;9262;291.0;96.64
85;9359;97.0;96.6
86;9456;485.0;96.56
87;9553;194.0;96.52
88;9650;388.0;96.48
89;9746;288.0;96.44
90;9842;96.0;96.4
91;9938;96.0;96.36
92;10034;96.0;96.32
93;10130;96.0;96.28
94;10226;192.0;96.24
95;10322;288.0;96.2
96;10418;288.0;96.16
97;10514;288.0;96.12
98;10610;384.0;96.08
99;10706;384.0;96.04
100;10802;384.0;96.0
101;10898;192.0;95.96
102;10994;288.0;95.92
103;11090;288.0;95.88
104;11186;288.0;95.84
105;11282;192.0;95.8
106;11378;96.0;95.76
107;11474;576.0;95.72
108;11570;384.0;95.68
109;11666;576.0;95.64
110;11762;192.0;95.6
111;11858;192.0;95.56
112;11954;96.0;95.52
113;12050;96.0;95.48
114;12145;475.0;95.44
115;12240;380.0;95.4
116;12335;285.0;95.36
117;12430;285.0;95.32
118;12525;190.0;95.28
119;12620;190.0;95.24
120;12715;190.0;95.2
